"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"WR","Marqise Lee",3000,"JAC@Ind 01:00PM ET",5.900,"JAC"
"WR","Darren Waller",3000,"Bal@Pit 08:25PM ET",0.000,"Bal"
"WR","Adam Humphries",3000,"Car@TB 01:00PM ET",1.700,"TB"
"WR","DeVante Parker",3000,"NYJ@Mia 09:30AM ET",0.650,"Mia"
"RB","Alonzo Harris",3000,"GB@SF 04:25PM ET",0,"GB"
"WR","Bruce Ellington",3000,"GB@SF 04:25PM ET",2.500,"SF"
"RB","Aaron Ripkowski",3000,"GB@SF 04:25PM ET",0.000,"GB"
"WR","Bradley Marquez",3000,"StL@Ari 04:25PM ET",0.000,"StL"
"RB","Thomas Rawls",3000,"Det@Sea 08:30PM ET",0.250,"Sea"
"WR","Devin Smith",3000,"NYJ@Mia 09:30AM ET",0,"NYJ"
"RB","Raheem Mostert",3000,"NYJ@Mia 09:30AM ET",0.000,"Mia"
"WR","De'Anthony Thomas",3000,"KC@Cin 01:00PM ET",2.550,"KC"
"WR","Cody Latimer",3000,"Min@Den 04:25PM ET",0.000,"Den"
"WR","Chandler Worthy",3000,"Hou@Atl 01:00PM ET",3.500,"Hou"
"WR","Brittan Golden",3000,"StL@Ari 04:25PM ET",0,"Ari"
"RB","Tyler Varga",3000,"JAC@Ind 01:00PM ET",1.500,"Ind"
"WR","Cordarrelle Patterson",3000,"Min@Den 04:25PM ET",0.550,"Min"
"RB","Damien Williams",3000,"NYJ@Mia 09:30AM ET",6.150,"Mia"
"RB","Mike Davis",3000,"GB@SF 04:25PM ET",3.800,"SF"
"WR","Stefon Diggs",3000,"Min@Den 04:25PM ET",0,"Min"
"RB","Lorenzo Taliaferro",3000,"Bal@Pit 08:25PM ET",13.600,"Bal"
"WR","Seth Roberts",3000,"Oak@Chi 01:00PM ET",6.200,"Oak"
"RB","Cameron Artis-Payne",3000,"Car@TB 01:00PM ET",0.000,"Car"
"WR","Lucky Whitehead",3000,"Dal@NO 08:30PM ET",0.000,"Dal"
"WR","Jaelen Strong",3000,"Hou@Atl 01:00PM ET",0,"Hou"
"WR","Adam Thielen",3000,"Min@Den 04:25PM ET",0.000,"Min"
"RB","Khiry Robinson",3000,"Dal@NO 08:30PM ET",9.350,"NO"
"WR","Mario Alford",3000,"KC@Cin 01:00PM ET",0,"Cin"
"WR","Taylor Gabriel",3000,"Cle@SD 04:05PM ET",2.350,"Cle"
"RB","Charcandrick West",3000,"KC@Cin 01:00PM ET",0.000,"KC"
"WR","Jeff Janis",3000,"GB@SF 04:25PM ET",0.000,"GB"
"DST","Falcons ",2900,"Hou@Atl 01:00PM ET",4.500,"Atl"
"DST","Steelers ",2900,"Bal@Pit 08:25PM ET",4.500,"Pit"
"TE","Larry Donnell",2900,"NYG@Buf 01:00PM ET",8.033,"NYG"
"DST","Bengals ",2800,"KC@Cin 01:00PM ET",10.500,"Cin"
"DST","Cowboys ",2800,"Dal@NO 08:30PM ET",10.500,"Dal"
"DST","Colts ",2800,"JAC@Ind 01:00PM ET",2.000,"Ind"
"DST","Chiefs ",2800,"KC@Cin 01:00PM ET",10.500,"KC"
"DST","Chargers ",2800,"Cle@SD 04:05PM ET",4.500,"SD"
"DST","Browns ",2700,"Cle@SD 04:05PM ET",10.500,"Cle"
"DST","Lions ",2700,"Det@Sea 08:30PM ET",8.000,"Det"
"DST","Packers ",2700,"GB@SF 04:25PM ET",5.500,"GB"
"DST","Rams ",2700,"StL@Ari 04:25PM ET",9.000,"StL"
"DST","Dolphins ",2700,"NYJ@Mia 09:30AM ET",7.500,"Mia"
"DST","Giants ",2700,"NYG@Buf 01:00PM ET",8.333,"NYG"
"DST","Eagles ",2700,"Phi@Was 01:00PM ET",6.500,"Phi"
"DST","Ravens ",2700,"Bal@Pit 08:25PM ET",7.500,"Bal"
"TE","Owen Daniels",2700,"Min@Den 04:25PM ET",3.700,"Den"
"DST","Bears ",2600,"Oak@Chi 01:00PM ET",-0.500,"Chi"
"DST","Raiders ",2600,"Oak@Chi 01:00PM ET",2.000,"Oak"
"DST","Vikings ",2600,"Min@Den 04:25PM ET",7.000,"Min"
"DST","Redskins ",2600,"Phi@Was 01:00PM ET",5.333,"Was"
"TE","Jacob Tamme",2600,"Hou@Atl 01:00PM ET",8.300,"Atl"
"TE","Benjamin Watson",2600,"Dal@NO 08:30PM ET",4.050,"NO"
"DST","Buccaneers ",2500,"Car@TB 01:00PM ET",6.500,"TB"
"DST","Jaguars ",2500,"JAC@Ind 01:00PM ET",5.000,"JAC"
"TE","Mike Leach",2500,"StL@Ari 04:25PM ET",0.000,"Ari"
"TE","Daniel Fells",2500,"NYG@Buf 01:00PM ET",6.000,"NYG"
"TE","Marcedes Lewis",2500,"JAC@Ind 01:00PM ET",0.000,"JAC"
"TE","Matt Spaeth",2500,"Bal@Pit 08:25PM ET",0.000,"Pit"
"TE","Clark Harris",2500,"KC@Cin 01:00PM ET",0.000,"Cin"
"TE","Brent Celek",2500,"Phi@Was 01:00PM ET",0.800,"Phi"
"TE","Zach Miller",2500,"Oak@Chi 01:00PM ET",1.700,"Chi"
"TE","Brandon Pettigrew",2500,"Det@Sea 08:30PM ET",0.000,"Det"
"TE","Kellen Davis",2500,"NYJ@Mia 09:30AM ET",0.000,"NYJ"
"TE","Brandon Myers",2500,"Car@TB 01:00PM ET",0.000,"TB"
"TE","Darren Fells",2500,"StL@Ari 04:25PM ET",9.100,"Ari"
"TE","David Johnson",2500,"Cle@SD 04:05PM ET",0.000,"SD"
"TE","Clay Harbor",2500,"JAC@Ind 01:00PM ET",0.000,"JAC"
"TE","Ed Dickson",2500,"Car@TB 01:00PM ET",0.950,"Car"
"TE","Garrett Graham",2500,"Hou@Atl 01:00PM ET",3.850,"Hou"
"TE","Andrew DePaola",2500,"Car@TB 01:00PM ET",0.000,"TB"
"TE","Richie Brockel",2500,"Car@TB 01:00PM ET",0,"Car"
"TE","Anthony McCoy",2500,"Phi@Was 01:00PM ET",0.000,"Was"
"TE","Jim Dray",2500,"Cle@SD 04:05PM ET",1.150,"Cle"
"TE","Virgil Green",2500,"Min@Den 04:25PM ET",4.600,"Den"
"TE","John Phillips",2500,"Cle@SD 04:05PM ET",0.000,"SD"
"TE","Rob Housler",2500,"Cle@SD 04:05PM ET",0.000,"Cle"
"TE","Kyle Nelson",2500,"GB@SF 04:25PM ET",0.000,"SF"
"TE","Matthew Mulligan",2500,"NYG@Buf 01:00PM ET",0.600,"Buf"
"TE","Lance Kendricks",2500,"StL@Ari 04:25PM ET",7.350,"StL"
"TE","Jermaine Gresham",2500,"StL@Ari 04:25PM ET",1.450,"Ari"
"TE","Jeff Cumberland",2500,"NYJ@Mia 09:30AM ET",0.000,"NYJ"
"TE","Lee Smith",2500,"Oak@Chi 01:00PM ET",0.800,"Oak"
"TE","Luke Stocker",2500,"Car@TB 01:00PM ET",0.000,"TB"
"TE","Andrew Quarless",2500,"GB@SF 04:25PM ET",0.000,"GB"
"TE","James Casey",2500,"Min@Den 04:25PM ET",0.000,"Den"
"TE","Rhett Ellison",2500,"Min@Den 04:25PM ET",0.650,"Min"
"TE","Garrett Celek",2500,"GB@SF 04:25PM ET",5.000,"SF"
"TE","James Hanna",2500,"Dal@NO 08:30PM ET",0.000,"Dal"
"TE","Jake Stoneburner",2500,"NYJ@Mia 09:30AM ET",9.800,"Mia"
"TE","Mychal Rivera",2500,"Oak@Chi 01:00PM ET",2.950,"Oak"
"TE","Cory Harkey",2500,"StL@Ari 04:25PM ET",0.000,"StL"
"TE","Kevin McDermott",2500,"Min@Den 04:25PM ET",0.000,"Min"
"TE","MarQueis Gray",2500,"NYG@Buf 01:00PM ET",0.000,"Buf"
"TE","Tim Wright",2500,"Det@Sea 08:30PM ET",0.000,"Det"
"TE","Chris Gragg",2500,"NYG@Buf 01:00PM ET",0,"Buf"
"TE","Luke Willson",2500,"Det@Sea 08:30PM ET",2.800,"Sea"
"TE","Josh Hill",2500,"Dal@NO 08:30PM ET",0.600,"NO"
"TE","James Winchester",2500,"KC@Cin 01:00PM ET",0.000,"KC"
"TE","Jack Doyle",2500,"JAC@Ind 01:00PM ET",0.000,"Ind"
"TE","Vance McDonald",2500,"GB@SF 04:25PM ET",0.750,"SF"
"TE","Ryan Hewitt",2500,"KC@Cin 01:00PM ET",0.000,"Cin"
"TE","Levine Toilolo",2500,"Hou@Atl 01:00PM ET",0.700,"Atl"
"TE","Gavin Escobar",2500,"Dal@NO 08:30PM ET",5.700,"Dal"
"TE","Dion Sims",2500,"NYJ@Mia 09:30AM ET",0.000,"Mia"
"TE","Jerome Cunningham",2500,"NYG@Buf 01:00PM ET",1.300,"NYG"
"TE","Nic Jacobs",2500,"JAC@Ind 01:00PM ET",0.000,"JAC"
"TE","Cooper Helfet",2500,"Det@Sea 08:30PM ET",0.000,"Sea"
"TE","Trey Burton",2500,"Phi@Was 01:00PM ET",0.000,"Phi"
"TE","Blake Bell",2500,"GB@SF 04:25PM ET",1.050,"SF"
"TE","James O'Shaughnessy",2500,"KC@Cin 01:00PM ET",3.700,"KC"
"TE","MyCole Pruitt",2500,"Min@Den 04:25PM ET",0.000,"Min"
"TE","Cameron Brate",2500,"Car@TB 01:00PM ET",0,"TB"
"TE","Chase Ford",2500,"Min@Den 04:25PM ET",0,"Min"
"TE","Clive Walford",2500,"Oak@Chi 01:00PM ET",1.250,"Oak"
"TE","C.J. Fiedorowicz",2500,"Hou@Atl 01:00PM ET",2.700,"Hou"
"TE","Brian Parker",2500,"KC@Cin 01:00PM ET",0,"KC"
"TE","Kyle Miller",2500,"Cle@SD 04:05PM ET",0.000,"SD"
"TE","Tyler Kroft",2500,"KC@Cin 01:00PM ET",0.000,"Cin"
"TE","C.J. Uzomah",2500,"KC@Cin 01:00PM ET",0,"Cin"
"TE","Demetrius Harris",2500,"KC@Cin 01:00PM ET",0.000,"KC"
"TE","Mitchell Henry",2500,"Min@Den 04:25PM ET",0,"Den"
"TE","Richard Rodgers",2500,"GB@SF 04:25PM ET",10.050,"GB"
"TE","Nick Boyle",2500,"Bal@Pit 08:25PM ET",0.000,"Bal"
"TE","Kennard Backman",2500,"GB@SF 04:25PM ET",0,"GB"
"TE","Troy Niklas",2500,"StL@Ari 04:25PM ET",0.000,"Ari"
"TE","Maxx Williams",2500,"Bal@Pit 08:25PM ET",2.150,"Bal"
"TE","Jesse James",2500,"Bal@Pit 08:25PM ET",0,"Pit"
"TE","Derek Carrier",2500,"Phi@Was 01:00PM ET",0.933,"Was"
"TE","Geoff Swaim",2500,"Dal@NO 08:30PM ET",1.000,"Dal"
"TE","E.J. Bibbs",2500,"Cle@SD 04:05PM ET",0,"Cle"
"TE","Khari Lee",2500,"Oak@Chi 01:00PM ET",0.000,"Chi"
"DST","Saints ",2400,"Dal@NO 08:30PM ET",4.000,"NO"
"DST","49ers ",2300,"GB@SF 04:25PM ET",5.000,"SF"
